country,satisfaction,sex,age,immigrant,children,income_level,education,god_importance,praying_frequency,ethics_score,voter
IND,7,Male,57,Not immigrant,3,1,1,10,1,5.44,2
IND,5,Male,17,Not immigrant,0,5,7,4,1,6.16,3
IND,6,Female,34,Not immigrant,2,7,7,10,1,6.08,3
IND,10,Female,20,Not immigrant,0,9,1,7,1,2.0,2
IND,5,Female,17,Not immigrant,0,8,3,10,1,5.68,0
IND,8,Female,55,Not immigrant,3,6,4,10,1,4.76,3
IND,5,Male,17,Not immigrant,0,2,2,10,3,6.58,0
IND,7,Male,68,Not immigrant,4,5,0,10,1,5.86,3
IND,1,Male,33,Not immigrant,0,1,3,10,1,6.4,3
IND,6,Male,24,Not immigrant,0,8,3,6,2,5.66,3
IND,8,Female,24,Not immigrant,0,8,4,10,1,4.4,2
IND,7,Female,68,Not immigrant,3,4,0,10,1,6.02,3
IND,6,Male,28,Not immigrant,2,5,3,8,3,5.92,2
IND,10,Female,45,Not immigrant,1,1,3,10,3,6.4,3
IND,7,Male,26,Not immigrant,2,8,6,7,3,4.24,3
IND,10,Male,47,Not immigrant,3,6,3,7,1,6.24,3
IND,6,Male,22,Not immigrant,0,9,7,9,1,5.44,3
IND,4,Male,44,Not immigrant,6,7,1,7,1,2.32,1
IND,4,Male,36,Not immigrant,4,2,2,10,3,5.69,3
IND,10,Female,16,Not immigrant,0,5,3,10,1,6.4,1
IND,3,Male,40,Not immigrant,4,6,3,9,1,6.16,1
IND,8,Female,48,Not immigrant,2,8,0,8,1,5.68,3
IND,10,Male,18,Not immigrant,0,1,2,10,1,10.0,0
IND,10,Male,54,Not immigrant,3,2,2,10,3,6.96,3
IND,6,Female,65,Not immigrant,4,10,2,9,1,5.36,3
IND,9,Male,38,Not immigrant,2,6,8,3,1,6.24,3
IND,6,Female,48,Not immigrant,3,8,3,10,1,6.4,3
IND,1,Male,49,Not immigrant,3,7,3,7,3,5.64,3
IND,3,Male,28,Not immigrant,0,4,8,3,3,5.52,2
IND,5,Male,28,Not immigrant,0,2,3,9,1,6.0,3
IND,8,Female,55,Not immigrant,5,10,2,10,1,5.76,1
IND,10,Female,33,Not immigrant,1,10,7,10,1,6.32,3
IND,7,Male,65,Not immigrant,5,10,1,9,1,5.28,3
IND,10,Female,17,Not immigrant,0,1,0,10,3,6.09,3
IND,5,Female,28,Not immigrant,2,3,1,5,1,5.36,3
IND,3,Female,51,Not immigrant,4,10,0,9,1,5.44,1
IND,1,Female,39,Not immigrant,4,2,1,2,2,6.4,3
IND,8,Male,51,Not immigrant,4,10,1,10,1,6.08,3
IND,8,Male,30,Not immigrant,0,10,6,10,1,5.76,3
IND,8,Male,30,Not immigrant,4,10,0,9,1,3.84,2
IND,7,Male,17,Not immigrant,0,4,3,5,1,6.16,0
IND,9,Female,17,Not immigrant,0,10,3,7,2,4.96,1
IND,5,Female,24,Not immigrant,0,3,6,8,3,5.92,2
IND,6,Male,52,Not immigrant,5,6,2,10,1,5.84,3
IND,6,Male,17,Not immigrant,0,5,3,8,3,5.78,0
IND,9,Male,24,Not immigrant,0,2,3,1,4,6.56,3
IND,9,Female,27,Not immigrant,0,8,8,7,2,8.48,2
IND,7,Male,58,Not immigrant,3,4,3,9,1,6.37,3
IND,4,Male,22,Not immigrant,0,9,6,10,1,5.76,1
IND,8,Male,24,Not immigrant,0,3,3,10,1,6.16,1
IND,6,Male,16,Not immigrant,0,5,1,10,1,8.86,0
IND,10,Male,27,Not immigrant,1,10,7,8,3,6.56,3
IND,8,Female,16,Not immigrant,0,6,3,7,3,5.12,0
IND,10,Male,26,Not immigrant,0,5,6,10,1,6.4,3
IND,5,Female,57,Not immigrant,3,6,2,8,1,8.6,3
IND,8,Male,34,Not immigrant,3,5,3,8,1,4.32,3
IND,2,Male,52,Not immigrant,4,2,2,2,2,5.44,2
IND,1,Male,24,Not immigrant,1,1,2,10,3,6.4,3
IND,7,Female,20,Not immigrant,0,10,3,9,2,5.68,3
IND,10,Female,16,Not immigrant,0,9,4,6,4,6.4,0
IND,8,Male,16,Not immigrant,0,5,3,5,3,5.19,3
IND,8,Female,16,Not immigrant,0,8,3,7,3,6.8,0
IND,2,Male,16,Not immigrant,0,2,3,3,1,5.76,2
IND,7,Female,49,Not immigrant,3,7,3,10,1,5.28,3
IND,9,Female,32,Not immigrant,4,9,0,9,1,3.28,2
IND,10,Male,40,Not immigrant,1,3,3,10,2,7.04,3
IND,5,Female,21,Not immigrant,0,6,6,6,4,7.04,3
IND,6,Male,38,Not immigrant,4,3,3,4,2,7.13,3
IND,9,Female,22,Not immigrant,1,6,3,10,1,6.0,3
IND,10,Female,22,Not immigrant,0,5,7,10,3,6.0,3
IND,5,Male,29,Not immigrant,2,2,3,2,3,6.78,3
IND,10,Female,22,Not immigrant,0,4,6,10,1,7.68,3
IND,7,Male,17,Not immigrant,0,4,3,7,3,5.92,0
IND,7,Female,54,Not immigrant,2,8,3,7,2,6.2,3
IND,6,Male,30,Not immigrant,3,3,3,10,1,6.4,0
IND,5,Male,50,Not immigrant,2,7,6,8,1,6.8,3
IND,7,Male,47,Not immigrant,2,9,3,9,2,4.48,3
IND,6,Male,19,Not immigrant,0,9,3,9,1,6.4,1
IND,2,Male,21,Not immigrant,0,2,3,2,1,5.6,1
IND,9,Female,74,Not immigrant,4,8,2,10,4,4.24,2
IND,7,Male,18,Not immigrant,0,5,3,10,3,5.44,0
IND,10,Male,31,Not immigrant,1,6,3,10,3,7.28,1
IND,7,Female,25,Not immigrant,0,2,1,9,2,5.61,2
IND,1,Male,38,Not immigrant,2,1,3,10,3,6.4,3
IND,3,Female,66,Not immigrant,5,6,0,10,1,5.52,3
IND,7,Male,16,Not immigrant,0,7,3,8,1,6.24,3
IND,7,Female,35,Not immigrant,3,7,3,10,1,5.69,2
IND,8,Male,21,Not immigrant,0,10,8,5,2,6.0,3
IND,7,Female,42,Not immigrant,2,6,3,7,1,5.28,3
IND,6,Male,25,Not immigrant,2,3,3,10,1,7.97,3
IND,7,Male,28,Not immigrant,2,7,7,7,3,5.74,3
IND,6,Male,31,Not immigrant,2,1,6,10,4,6.96,3
IND,6,Female,28,Not immigrant,0,8,7,10,1,5.68,3
IND,9,Male,71,Not immigrant,2,8,6,7,4,5.28,3
IND,8,Male,25,Not immigrant,2,8,3,10,1,6.2,1
IND,7,Female,45,Not immigrant,4,9,0,8,1,1.36,2
IND,6,Female,44,Not immigrant,3,3,1,7,1,6.16,3
IND,10,Male,16,Not immigrant,0,5,3,10,1,6.4,0
IND,5,Male,42,Not immigrant,3,7,3,5,4,5.98,3
IND,10,Male,17,Not immigrant,0,4,2,10,1,6.8,0
IND,9,Female,16,Not immigrant,0,5,2,9,4,4.96,1
IND,10,Male,23,Not immigrant,0,2,4,10,1,7.04,1
IND,5,Female,58,Not immigrant,1,5,1,9,2,5.84,3
IND,8,Male,64,Not immigrant,3,7,7,7,1,7.21,3
IND,5,Male,44,Not immigrant,2,6,3,5,1,7.72,3
IND,7,Female,21,Not immigrant,0,10,3,10,3,6.08,3
IND,9,Male,41,Not immigrant,2,4,3,9,3,6.88,3
IND,7,Male,19,Not immigrant,0,4,6,7,2,8.08,3
IND,2,Male,16,Not immigrant,0,2,3,3,1,5.76,2
IND,7,Female,17,Not immigrant,0,5,3,7,3,6.16,0
IND,2,Male,18,Not immigrant,0,1,2,2,2,6.4,1
IND,2,Female,28,Not immigrant,2,10,7,9,1,5.44,2
IND,5,Male,17,Not immigrant,0,8,3,10,3,5.36,1
IND,8,Male,57,Not immigrant,2,8,6,9,4,6.8,3
IND,2,Female,76,Not immigrant,3,3,0,10,1,5.86,2
IND,8,Male,27,Not immigrant,0,4,6,7,3,6.24,2
IND,8,Female,55,Not immigrant,3,10,2,8,1,5.76,3
IND,8,Female,30,Not immigrant,1,10,8,7,1,6.16,3
IND,6,Female,17,Not immigrant,0,6,3,7,1,6.48,0
IND,10,Female,27,Not immigrant,1,1,2,10,3,6.48,3
IND,6,Male,30,Not immigrant,1,7,6,7,3,4.88,3
IND,6,Female,42,Not immigrant,2,1,6,10,1,7.2,3
IND,8,Female,25,Not immigrant,2,9,6,10,1,5.84,3
IND,10,Male,16,Not immigrant,0,4,2,10,1,9.43,0
IND,7,Male,24,Not immigrant,2,5,6,5,1,5.6,3
IND,1,Female,49,Not immigrant,3,2,1,10,1,6.32,3
IND,10,Male,37,Not immigrant,1,8,6,10,1,5.68,3
IND,5,Female,20,Not immigrant,0,3,6,4,3,6.56,0
IND,4,Male,18,Not immigrant,0,3,3,4,3,9.17,0
IND,9,Male,36,Not immigrant,2,6,6,10,1,6.24,3
IND,6,Female,54,Not immigrant,3,4,2,10,1,4.6,2
IND,10,Male,50,Not immigrant,3,4,1,10,1,6.4,3
IND,10,Male,73,Not immigrant,5,1,0,10,1,7.04,3
IND,7,Male,20,Not immigrant,0,4,6,9,3,6.8,1
IND,6,Male,16,Not immigrant,0,8,0,9,1,2.0,1
IND,1,Male,37,Not immigrant,1,2,1,2,2,5.92,1
IND,3,Male,26,Not immigrant,0,9,8,4,1,4.08,2
IND,1,Female,23,Not immigrant,0,1,6,10,3,6.4,3
IND,6,Male,41,Not immigrant,2,6,6,10,1,6.16,3
IND,5,Male,16,Not immigrant,0,5,3,10,3,6.4,0
IND,5,Male,16,Not immigrant,0,5,3,10,1,10.0,0
IND,6,Male,16,Not immigrant,0,6,3,7,3,5.2,0
IND,4,Male,21,Not immigrant,0,5,3,8,3,5.52,2
IND,10,Male,33,Not immigrant,2,4,2,10,1,7.2,3
IND,10,Male,62,Not immigrant,2,6,2,7,1,6.56,3
IND,8,Female,24,Not immigrant,1,8,6,7,1,6.32,3
IND,10,Female,20,Not immigrant,0,5,3,5,1,6.4,0
IND,6,Female,24,Not immigrant,0,7,7,6,1,7.25,3
IND,3,Male,21,Not immigrant,0,10,0,8,1,1.44,1
IND,2,Male,23,Not immigrant,0,2,3,2,1,5.84,1
IND,2,Female,20,Not immigrant,0,10,7,10,2,6.72,1
IND,3,Male,18,Not immigrant,0,1,6,2,3,5.52,1
IND,10,Male,58,Not immigrant,4,4,1,10,3,6.4,3
IND,8,Male,25,Not immigrant,0,3,7,8,1,6.16,1
IND,10,Male,20,Not immigrant,0,10,3,10,1,6.4,3
IND,7,Male,52,Not immigrant,1,7,3,5,3,8.48,3
IND,8,Female,52,Not immigrant,2,6,6,10,1,5.12,2
IND,8,Male,82,Not immigrant,5,2,0,10,2,6.16,3
IND,9,Female,32,Not immigrant,2,6,3,10,4,5.92,3
IND,10,Female,49,Not immigrant,3,6,2,10,1,6.87,3
IND,4,Female,26,Not immigrant,0,6,8,6,4,4.8,3
IND,10,Female,16,Not immigrant,0,3,2,10,1,7.76,3
IND,9,Male,40,Not immigrant,2,6,3,10,3,5.04,3
IND,7,Female,27,Not immigrant,1,2,6,10,1,5.61,3
IND,7,Male,16,Not immigrant,0,4,3,5,3,6.08,0
IND,7,Male,58,Not immigrant,3,6,1,10,3,5.78,3
IND,4,Male,48,Not immigrant,2,3,3,4,1,6.08,3
IND,5,Male,16,Not immigrant,0,1,3,10,3,6.4,0
IND,7,Female,37,Not immigrant,2,8,3,7,1,5.84,3
IND,7,Female,31,Not immigrant,3,3,2,10,1,5.95,2
IND,10,Female,17,Not immigrant,0,6,3,10,1,6.48,0
IND,7,Female,33,Not immigrant,4,6,1,6,3,5.68,3
IND,6,Female,16,Not immigrant,0,5,3,10,3,6.84,0
IND,5,Female,27,Not immigrant,0,5,7,5,1,7.39,3
IND,4,Female,31,Not immigrant,3,3,0,7,1,5.76,3
IND,5,Female,17,Not immigrant,0,3,0,10,2,6.24,3
IND,3,Male,36,Not immigrant,1,6,4,6,2,3.76,2
IND,10,Male,66,Not immigrant,3,10,0,5,1,6.08,3
IND,1,Male,33,Not immigrant,2,2,3,2,2,5.92,3
IND,6,Female,17,Not immigrant,0,2,4,6,1,4.64,1
IND,4,Female,56,Not immigrant,2,2,1,9,1,5.76,2
IND,10,Female,39,Not immigrant,1,5,3,9,1,5.44,2
IND,7,Female,40,Not immigrant,3,7,3,8,1,6.0,3
IND,10,Male,30,Not immigrant,0,6,7,6,3,7.12,3
IND,7,Male,72,Not immigrant,4,5,2,8,3,7.63,3
IND,10,Female,25,Not immigrant,0,5,6,1,4,7.36,3
IND,6,Female,53,Not immigrant,3,5,1,10,1,5.78,2
IND,6,Male,42,Not immigrant,5,7,6,10,3,7.44,3
IND,4,Male,36,Not immigrant,4,5,4,10,1,6.16,3
IND,5,Male,16,Not immigrant,0,3,3,8,4,6.4,3
IND,4,Male,50,Not immigrant,0,3,1,7,4,4.24,3
IND,10,Male,23,Not immigrant,0,6,6,2,4,8.48,3
IND,2,Male,28,Not immigrant,3,2,4,3,2,6.4,1
IND,5,Female,33,Not immigrant,3,5,2,4,4,6.71,1
IND,6,Male,30,Not immigrant,1,9,8,8,4,6.4,3
IND,6,Male,24,Not immigrant,0,8,6,10,1,5.68,3
IND,3,Female,44,Not immigrant,2,2,1,10,1,5.1,2
IND,6,Female,50,Not immigrant,2,7,3,8,1,8.58,3
IND,9,Male,36,Not immigrant,2,7,2,8,4,3.6,3
IND,4,Female,46,Not immigrant,2,3,1,8,3,5.44,2
IND,8,Male,55,Not immigrant,3,7,3,8,2,5.76,3
IND,7,Male,37,Not immigrant,2,7,6,2,1,6.08,3
IND,7,Female,36,Not immigrant,2,9,7,10,1,7.28,3
IND,8,Male,60,Not immigrant,2,10,2,7,2,4.8,1
IND,10,Female,38,Not immigrant,6,6,6,10,1,4.96,3
IND,5,Male,47,Not immigrant,2,6,3,8,3,6.45,2
IND,7,Female,28,Not immigrant,2,4,4,9,3,6.48,3
IND,7,Male,30,Not immigrant,2,7,6,5,3,5.86,3
IND,7,Male,16,Not immigrant,0,3,3,9,3,6.71,0
IND,6,Male,23,Not immigrant,0,5,7,6,3,6.4,3
IND,4,Male,22,Not immigrant,0,4,7,4,2,6.32,1
IND,10,Male,38,Not immigrant,3,5,7,10,3,7.12,3
IND,7,Male,40,Not immigrant,4,1,0,10,1,6.4,3
IND,7,Male,66,Not immigrant,3,7,1,10,4,6.0,3
IND,10,Male,17,Not immigrant,0,6,3,8,3,6.56,3
IND,8,Male,37,Not immigrant,4,8,3,4,4,6.24,3
IND,5,Female,52,Not immigrant,4,5,2,5,1,5.76,3
IND,7,Female,42,Not immigrant,3,4,2,8,1,6.03,1
IND,5,Male,16,Not immigrant,0,3,6,1,4,7.2,3
IND,3,Male,18,Not immigrant,0,1,3,9,1,3.28,0
IND,6,Male,48,Not immigrant,3,6,3,10,1,6.68,3
IND,6,Male,22,Not immigrant,0,3,3,8,3,5.76,3
IND,10,Female,45,Not immigrant,3,7,3,10,1,5.68,3
IND,6,Male,43,Not immigrant,3,7,6,7,3,6.45,2
IND,8,Female,48,Not immigrant,2,10,3,10,1,5.12,2
IND,6,Male,29,Not immigrant,2,6,6,5,3,5.36,3
IND,6,Male,64,Not immigrant,4,4,3,10,4,6.4,3
IND,10,Male,48,Not immigrant,2,5,7,10,1,6.4,3
IND,10,Female,16,Not immigrant,0,5,3,8,3,8.73,0
IND,6,Male,32,Not immigrant,0,7,7,9,4,6.4,3
IND,10,Male,32,Not immigrant,0,5,7,10,3,7.12,3
IND,9,Female,32,Not immigrant,2,7,4,10,2,5.36,3
IND,4,Male,49,Not immigrant,4,6,3,4,1,4.96,1
IND,9,Female,44,Not immigrant,2,7,3,10,4,7.04,0
IND,4,Male,63,Not immigrant,3,5,2,10,1,4.24,1
IND,5,Male,16,Not immigrant,0,3,3,5,1,6.37,0
IND,10,Female,55,Not immigrant,2,5,1,10,1,7.44,3
IND,6,Female,33,Not immigrant,1,6,6,6,3,4.08,3
IND,10,Male,67,Not immigrant,1,3,1,9,2,6.4,3
IND,10,Female,37,Not immigrant,2,10,6,10,1,5.68,3
IND,5,Male,16,Not immigrant,0,3,2,10,4,7.61,0
IND,7,Male,16,Not immigrant,0,2,2,8,3,6.07,0
IND,5,Female,21,Not immigrant,0,3,3,9,2,4.08,3
IND,4,Male,22,Not immigrant,0,2,3,8,1,7.04,3
IND,10,Male,24,Not immigrant,0,1,6,10,1,6.4,3
IND,8,Female,40,Not immigrant,1,7,7,10,1,7.2,3
IND,7,Female,36,Not immigrant,2,5,3,6,4,5.28,1
IND,10,Female,41,Not immigrant,2,5,3,10,1,5.76,3
IND,3,Male,45,Not immigrant,3,6,3,5,1,6.32,3
IND,6,Male,17,Not immigrant,0,5,3,5,3,6.16,0
IND,2,Female,28,Not immigrant,2,2,3,1,3,4.88,1
IND,10,Male,28,Not immigrant,1,8,6,6,1,6.08,3
IND,10,Male,23,Not immigrant,0,9,7,7,3,7.52,3
IND,6,Female,39,Not immigrant,2,4,3,8,1,6.79,3
IND,6,Male,16,Not immigrant,0,2,1,10,1,7.61,0
IND,10,Male,21,Not immigrant,0,2,6,6,4,7.04,3
IND,6,Male,23,Not immigrant,0,6,7,4,4,4.32,1
IND,4,Male,58,Not immigrant,3,2,3,3,1,5.68,2
IND,8,Male,19,Not immigrant,0,7,7,7,2,5.76,3
IND,7,Male,32,Not immigrant,1,8,8,5,3,6.16,3
IND,8,Female,55,Not immigrant,2,6,1,10,1,7.52,1
IND,2,Female,39,Not immigrant,2,1,3,1,3,6.64,3
IND,7,Female,66,Not immigrant,7,2,0,10,1,5.01,3
IND,10,Female,54,Not immigrant,5,1,0,10,1,4.33,3
IND,10,Female,75,Not immigrant,5,9,0,6,1,5.92,3
IND,6,Female,68,Not immigrant,6,6,0,6,4,5.52,3
IND,8,Male,28,Not immigrant,0,6,7,7,4,7.36,3
IND,6,Male,25,Not immigrant,0,5,7,4,3,6.71,3
IND,7,Male,35,Not immigrant,3,7,6,8,3,6.32,3
IND,6,Male,16,Not immigrant,0,8,2,7,1,6.08,0
IND,10,Male,38,Not immigrant,4,3,2,10,1,5.95,3
IND,9,Male,70,Not immigrant,3,5,1,4,4,7.2,3
IND,8,Female,49,Not immigrant,2,7,3,10,1,6.88,3
IND,5,Female,16,Not immigrant,0,6,4,6,4,7.52,0
IND,6,Male,78,Not immigrant,4,2,1,4,3,6.0,3
IND,1,Male,47,Not immigrant,3,1,3,1,1,6.24,1
IND,8,Male,30,Not immigrant,1,4,4,4,3,7.12,3
IND,5,Female,56,Not immigrant,2,5,3,8,1,8.01,3
IND,3,Male,66,Not immigrant,5,6,1,3,1,4.24,1
IND,7,Female,30,Not immigrant,2,6,8,5,2,6.8,3
IND,5,Male,32,Not immigrant,2,4,3,8,1,6.4,3
IND,2,Male,22,Not immigrant,0,2,7,2,2,5.76,2
IND,10,Female,47,Not immigrant,2,8,7,10,1,7.68,3
IND,6,Female,17,Not immigrant,0,4,4,5,3,7.52,0
IND,6,Male,21,Not immigrant,0,4,7,10,1,7.23,3
IND,10,Male,61,Not immigrant,4,8,3,7,3,7.52,3
IND,2,Male,22,Not immigrant,0,2,7,2,2,5.76,2
IND,6,Male,17,Not immigrant,0,6,3,8,1,8.18,0
IND,6,Female,40,Not immigrant,2,8,8,8,1,6.48,3
IND,7,Female,22,Not immigrant,0,6,7,7,3,7.52,3
IND,3,Male,66,Not immigrant,5,6,1,3,1,4.24,1
IND,5,Female,26,Not immigrant,0,6,8,10,4,7.72,3
IND,5,Female,26,Not immigrant,0,6,8,10,4,7.72,3
IND,10,Female,16,Not immigrant,0,4,3,10,1,6.4,0
IND,10,Male,17,Not immigrant,0,5,3,7,1,6.4,0
IND,10,Male,30,Not immigrant,1,1,3,10,4,6.4,3
IND,10,Male,23,Not immigrant,0,5,6,10,3,6.4,3
IND,10,Male,20,Not immigrant,0,5,3,8,1,6.4,0
IND,3,Male,56,Not immigrant,6,4,3,5,3,6.24,2
IND,10,Female,40,Not immigrant,4,4,1,10,4,6.4,3
IND,10,Female,45,Not immigrant,4,1,2,10,4,6.4,3
IND,10,Male,36,Not immigrant,2,1,3,10,4,6.4,3
IND,10,Male,28,Not immigrant,0,1,3,10,4,6.4,3
IND,10,Female,45,Not immigrant,2,3,2,10,3,6.4,3
IND,10,Female,25,Not immigrant,0,1,3,10,3,6.4,3
IND,9,Female,35,Not immigrant,3,5,3,10,2,6.71,3
IND,7,Male,33,Not immigrant,2,5,3,8,3,3.52,3
IND,5,Male,33,Not immigrant,0,2,3,4,2,6.45,3
IND,9,Female,28,Not immigrant,0,6,4,10,1,4.64,2
IND,7,Male,44,Not immigrant,2,5,2,8,2,4.21,3
IND,10,Male,37,Not immigrant,3,8,3,10,2,4.96,3
IND,7,Female,30,Not immigrant,1,6,3,10,1,5.82,3
IND,8,Female,20,Not immigrant,0,5,3,5,3,4.8,3
IND,10,Male,33,Not immigrant,3,5,6,6,2,3.36,3
IND,5,Female,25,Not immigrant,0,7,7,10,1,7.5,3
IND,9,Male,28,Not immigrant,0,7,6,6,3,7.6,3
IND,5,Female,19,Not immigrant,0,6,6,5,4,6.56,2
IND,7,Female,23,Not immigrant,0,7,6,8,1,7.61,2
IND,9,Male,17,Not immigrant,0,1,3,4,3,4.34,0
IND,8,Female,20,Not immigrant,1,5,2,9,1,6.08,2
IND,7,Male,47,Not immigrant,2,4,3,10,2,4.96,3
IND,7,Male,24,Not immigrant,0,6,6,6,3,3.76,3
IND,10,Female,71,Not immigrant,3,2,0,10,1,6.56,2
IND,5,Male,20,Not immigrant,1,3,3,10,3,5.52,0
IND,5,Female,17,Not immigrant,0,8,3,9,3,5.76,2
IND,9,Male,16,Not immigrant,0,7,3,10,1,4.68,0
IND,9,Female,49,Not immigrant,1,4,0,8,1,5.12,2
IND,6,Male,74,Not immigrant,3,6,3,10,1,6.16,3
IND,8,Female,36,Not immigrant,2,7,3,9,1,5.08,3
IND,4,Female,17,Not immigrant,0,7,3,7,3,4.96,2
IND,7,Male,59,Not immigrant,3,5,3,8,1,3.92,3
IND,7,Male,40,Not immigrant,4,3,2,7,3,4.01,3
IND,8,Female,17,Not immigrant,0,7,3,8,3,8.94,0
IND,8,Male,59,Not immigrant,3,4,2,8,1,3.58,3
IND,5,Female,51,Not immigrant,4,5,0,9,3,5.02,3
IND,9,Male,19,Not immigrant,0,5,6,4,2,4.88,3
IND,9,Female,40,Not immigrant,2,6,2,10,1,5.36,3
IND,7,Male,52,Not immigrant,4,5,0,4,2,4.08,3
IND,8,Female,58,Not immigrant,3,5,0,9,1,3.84,2
IND,7,Female,21,Not immigrant,0,5,6,5,1,6.16,1
IND,4,Male,47,Not immigrant,2,4,1,8,1,3.2,3
IND,4,Female,45,Not immigrant,4,8,1,10,1,5.68,2
IND,10,Male,51,Not immigrant,2,8,6,8,1,5.2,3
IND,3,Female,41,Not immigrant,2,2,0,7,4,4.08,2
IND,4,Female,36,Not immigrant,0,3,7,3,1,3.2,1
IND,10,Female,57,Not immigrant,4,1,0,1,4,6.62,3
IND,7,Male,25,Not immigrant,0,4,7,4,2,4.17,3
IND,5,Male,36,Not immigrant,2,7,7,10,2,5.76,3
IND,9,Female,33,Not immigrant,0,9,7,2,4,8.0,3
IND,10,Male,77,Not immigrant,2,3,0,10,3,4.74,3
IND,9,Female,17,Not immigrant,0,6,3,8,3,4.88,0
IND,8,Female,46,Not immigrant,2,8,7,7,1,5.76,2
IND,9,Male,59,Not immigrant,2,7,7,9,1,6.4,2
IND,8,Female,74,Not immigrant,3,1,0,10,2,5.72,1
IND,9,Female,18,Not immigrant,0,8,3,9,1,6.87,0
IND,10,Male,23,Not immigrant,0,5,7,10,2,6.37,3
IND,5,Male,44,Not immigrant,2,5,7,10,1,5.36,3
IND,1,Male,24,Not immigrant,0,6,3,8,3,6.4,3
IND,8,Female,49,Not immigrant,2,7,3,6,1,7.13,3
IND,10,Male,48,Not immigrant,2,5,7,7,1,4.8,3
IND,10,Female,16,Not immigrant,0,5,4,5,3,6.4,3
IND,10,Female,66,Not immigrant,0,10,1,10,3,6.32,3
IND,7,Male,32,Not immigrant,3,5,3,7,3,3.6,3
IND,5,Male,41,Not immigrant,0,1,3,10,2,5.64,3
IND,1,Female,35,Not immigrant,2,1,3,9,1,3.6,3
IND,5,Female,49,Not immigrant,3,5,1,10,1,6.03,2
IND,7,Female,73,Not immigrant,5,8,1,10,1,5.98,2
IND,10,Male,21,Not immigrant,1,10,2,1,3,6.48,3
IND,6,Male,22,Not immigrant,2,3,3,8,1,5.36,3
IND,10,Male,62,Not immigrant,2,3,3,10,1,5.28,3
IND,10,Female,36,Not immigrant,3,4,0,10,3,6.78,3
IND,9,Female,36,Not immigrant,2,5,3,9,2,5.68,3
IND,9,Female,36,Not immigrant,2,8,6,8,4,4.43,2
IND,8,Female,29,Not immigrant,2,6,3,10,3,4.81,1
IND,5,Male,17,Not immigrant,0,3,3,10,2,8.95,0
IND,6,Male,34,Not immigrant,2,5,3,6,3,7.05,3
IND,10,Female,28,Not immigrant,4,4,1,10,1,3.92,1
IND,7,Male,57,Not immigrant,3,5,1,9,2,4.24,2
IND,10,Male,16,Not immigrant,0,9,4,9,1,4.8,3
IND,7,Male,82,Not immigrant,0,4,1,8,1,3.76,3
IND,5,Male,26,Not immigrant,0,10,3,1,4,3.52,3
IND,9,Male,17,Not immigrant,0,7,3,10,1,5.6,1
IND,10,Female,19,Not immigrant,2,2,3,10,1,6.4,3
IND,9,Female,49,Not immigrant,2,9,7,2,3,7.84,3
IND,10,Female,23,Not immigrant,2,5,3,10,3,4.64,0
IND,9,Male,17,Not immigrant,0,6,3,9,2,6.79,0
IND,6,Female,54,Not immigrant,2,2,2,9,2,6.32,3
IND,10,Male,35,Not immigrant,1,7,4,4,3,3.04,2
IND,8,Female,80,Not immigrant,2,8,0,7,1,5.69,2
IND,10,Male,40,Not immigrant,2,8,3,10,1,5.36,3
IND,5,Male,61,Not immigrant,3,5,0,9,2,5.86,1
IND,10,Male,33,Not immigrant,2,1,7,9,3,4.24,3
IND,9,Male,42,Not immigrant,2,8,3,7,3,4.68,3
IND,10,Female,23,Not immigrant,2,3,3,9,1,6.2,3
IND,10,Female,17,Not immigrant,0,5,3,7,3,5.69,0
IND,8,Male,16,Not immigrant,0,7,3,10,1,5.68,0
IND,5,Female,50,Not immigrant,1,8,2,1,1,6.4,2
IND,8,Male,49,Not immigrant,1,9,7,6,3,6.37,3
IND,4,Male,17,Not immigrant,0,6,3,1,3,7.59,0
IND,6,Male,37,Not immigrant,1,7,6,7,3,5.28,3
IND,8,Female,17,Not immigrant,0,8,3,7,3,7.63,0
IND,7,Male,18,Not immigrant,0,2,3,8,1,3.2,3
IND,5,Male,18,Not immigrant,0,8,3,9,2,7.12,2
IND,8,Female,55,Not immigrant,3,4,3,4,4,6.4,1
IND,7,Male,37,Not immigrant,1,4,3,8,2,4.26,3
IND,7,Male,70,Not immigrant,2,6,2,10,1,6.4,3
IND,9,Female,16,Not immigrant,0,7,2,7,1,7.85,1
IND,8,Male,36,Not immigrant,2,5,0,8,2,1.52,3
IND,10,Male,47,Not immigrant,2,6,3,10,1,5.6,3
IND,10,Male,29,Not immigrant,0,6,6,8,1,4.55,3
IND,8,Male,16,Not immigrant,0,7,3,4,4,7.53,3
IND,6,Female,17,Not immigrant,0,7,3,8,2,4.96,0
IND,7,Female,49,Not immigrant,3,2,0,10,3,5.52,3
IND,5,Male,50,Not immigrant,2,6,3,6,3,6.24,3
IND,8,Female,17,Not immigrant,0,7,3,9,3,5.95,0
IND,8,Male,17,Not immigrant,0,9,3,9,1,4.72,3
IND,5,Male,30,Not immigrant,1,8,6,5,1,4.1,2
IND,1,Male,31,Not immigrant,2,4,6,9,1,6.4,3
IND,10,Male,37,Not immigrant,2,3,3,3,3,4.96,3
IND,8,Male,25,Not immigrant,0,5,7,8,2,4.0,3
IND,9,Female,16,Not immigrant,0,8,3,2,3,7.76,0
IND,7,Male,24,Not immigrant,0,8,6,4,4,6.88,3
